DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.518125	51	8	0	1	6	1	1	0	2015	6	0	9.80406	0	0
UL	0.518232	51	8	0	7	6	1	1	0	2333	7	0	9.82772 	0	0
DL	0.518375	51	8	1	1	6	1	1	0	2015	6	0	9.80333	0	0
UL	0.518482	51	8	1	7	6	1	1	0	2333	7	0	9.7123 	0	0
DL	0.518625	51	8	2	1	6	1	1	0	2015	6	0	9.5501	0	0
UL	0.518732	51	8	2	7	6	1	1	0	2333	7	0	9.73525 	0	0
DL	0.518875	51	8	3	1	6	1	1	0	2015	6	0	9.92907	0	0
UL	0.518982	51	8	3	7	6	1	1	0	2333	7	0	10.041 	0	0
DL	0.519125	51	9	0	1	6	1	1	0	2015	6	0	10.1353	0	0
UL	0.519232	51	9	0	7	6	1	1	0	2333	7	0	10.1173 	0	0
DL	0.519375	51	9	1	1	6	1	1	0	2015	6	0	9.89779	0	0
UL	0.519482	51	9	1	7	6	1	1	0	2333	7	0	9.68846 	0	0
DL	0.519625	51	9	2	1	6	1	1	0	2015	6	0	9.68606	0	0
UL	0.519732	51	9	2	7	6	1	1	0	2333	7	0	9.74262 	0	0
DL	0.519875	51	9	3	1	6	1	1	0	2700	8	0	9.88028	0	0.0619738
UL	0.519982	51	9	3	7	6	1	1	0	2333	7	0	9.70384 	0	0
DL	0.520125	52	0	0	1	6	1	1	0	2015	6	0	9.79725	0	0
UL	0.520232	52	0	0	7	6	1	1	0	2333	7	0	9.77404 	0	0
DL	0.520375	52	0	1	1	6	1	1	0	2015	6	0	9.84491	0	0
UL	0.520482	52	0	1	7	6	1	1	0	2333	7	0	10.0333 	0	0
DL	0.520625	52	0	2	1	6	1	1	0	2015	6	0	9.8293	0	0
UL	0.520732	52	0	2	7	6	1	1	0	2333	7	0	9.89166 	0	0
DL	0.520875	52	0	3	1	6	1	1	0	2015	6	0	10.0505	0	0
UL	0.520982	52	0	3	7	6	1	1	0	2333	7	0	10.4167 	0	0
DL	0.521125	52	1	0	1	6	1	1	0	2015	6	0	10.395	0	0
UL	0.521232	52	1	0	7	6	1	1	0	2700	8	0	10.2227 	0	0
DL	0.521375	52	1	1	1	6	1	1	0	2015	6	0	10.2554	0	0
UL	0.521482	52	1	1	7	6	1	1	0	2333	7	0	10.1356 	0	0
DL	0.521625	52	1	2	1	6	1	1	0	2015	6	0	10.1041	0	0
UL	0.521732	52	1	2	7	6	1	1	0	2700	8	0	10.1802 	0	0
DL	0.521875	52	1	3	1	6	1	1	0	2700	8	0	10.1032	0	0.0619738
UL	0.521982	52	1	3	7	6	1	1	0	2700	8	0	10.1512 	0	0
DL	0.522125	52	2	0	1	6	1	1	0	2700	8	0	10.233	0	0
UL	0.522232	52	2	0	7	6	1	1	0	2700	8	0	10.1059 	0	0
DL	0.522375	52	2	1	1	6	1	1	0	2700	8	0	10.1063	0	0.0619738
UL	0.522482	52	2	1	7	6	1	1	0	2700	8	0	10.0298 	0	0.0619738
DL	0.522625	52	2	2	1	6	1	1	0	2015	6	0	10.2523	0	0
UL	0.522732	52	2	2	7	6	1	1	0	2700	8	0	10.2178 	0	0
DL	0.522875	52	2	3	1	6	1	1	0	2700	8	0	10.2764	0	0
UL	0.522982	52	2	3	7	6	1	1	0	2700	8	0	10.1943 	0	0
DL	0.523125	52	3	0	1	6	1	1	0	2015	6	0	10.4011	0	0
UL	0.523232	52	3	0	7	6	1	1	0	2333	7	0	10.3613 	0	0
DL	0.523375	52	3	1	1	6	1	1	0	2700	8	0	10.3601	0	0
UL	0.523482	52	3	1	7	6	1	1	0	2700	8	0	10.3465 	0	0
DL	0.523625	52	3	2	1	6	1	1	0	2700	8	0	10.3289	0	0
UL	0.523732	52	3	2	7	6	1	1	0	2700	8	0	10.4263 	0	0
DL	0.523875	52	3	3	1	6	1	1	0	2700	8	0	10.3865	0	0
UL	0.523982	52	3	3	7	6	1	1	0	2700	8	0	10.318 	0	0
DL	0.524125	52	4	0	1	6	1	1	0	2700	8	0	10.3198	0	0
UL	0.524232	52	4	0	7	6	1	1	0	2700	8	0	10.3471 	0	0
DL	0.524375	52	4	1	1	6	1	1	0	2700	8	0	10.2794	0	0
UL	0.524482	52	4	1	7	6	1	1	0	2700	8	0	10.2187 	0	0
DL	0.524625	52	4	2	1	6	1	1	0	2700	8	0	10.1126	0	0
UL	0.524732	52	4	2	7	6	1	1	0	2700	8	0	10.0114 	0	0
DL	0.524875	52	4	3	1	6	1	1	0	2700	8	0	10.0805	0	0.0619738
UL	0.524982	52	4	3	7	6	1	1	0	2700	8	0	10.2815 	0	0
DL	0.525125	52	5	0	1	6	1	1	0	2700	8	0	10.1646	0	0
UL	0.525232	52	5	0	7	6	1	1	0	2700	8	0	10.1316 	0	0
DL	0.525375	52	5	1	1	6	1	1	0	2700	8	0	10.1764	0	0
UL	0.525482	52	5	1	7	6	1	1	0	2700	8	0	10.1959 	0	0
DL	0.525625	52	5	2	1	6	1	1	0	2015	6	0	10.2561	0	0
UL	0.525732	52	5	2	7	6	1	1	0	2700	8	0	10.3095 	0	0
DL	0.525875	52	5	3	1	6	1	1	0	2700	8	0	10.3705	0	0
UL	0.525982	52	5	3	7	6	1	1	0	2700	8	0	10.3236 	0	0
DL	0.526125	52	6	0	1	6	1	1	0	2700	8	0	10.2385	0	0
UL	0.526232	52	6	0	7	6	1	1	0	2700	8	0	10.2289 	0	0
DL	0.526375	52	6	1	1	6	1	1	0	2700	8	0	10.2164	0	0
UL	0.526482	52	6	1	7	6	1	1	0	2700	8	0	10.3839 	0	0
DL	0.526625	52	6	2	1	6	1	1	0	2700	8	0	10.5263	0	0
UL	0.526732	52	6	2	7	6	1	1	0	2700	8	0	10.4213 	0	0
DL	0.526875	52	6	3	1	6	1	1	0	2700	8	0	10.3344	0	0
UL	0.526982	52	6	3	7	6	1	1	0	2700	8	0	10.24 	0	0
DL	0.527125	52	7	0	1	6	1	1	0	2700	8	0	10.0797	0	0
UL	0.527232	52	7	0	7	6	1	1	0	2700	8	0	10.1423 	0	0
DL	0.527375	52	7	1	1	6	1	1	0	2700	8	0	10.2743	0	0
UL	0.527482	52	7	1	7	6	1	1	0	2700	8	0	10.4078 	0	0
DL	0.527625	52	7	2	1	6	1	1	0	2700	8	0	10.6366	0	0
UL	0.527732	52	7	2	7	6	1	1	0	2700	8	0	10.6228 	0	0
DL	0.527875	52	7	3	1	6	1	1	0	2700	8	0	10.6664	0	0
UL	0.527982	52	7	3	7	6	1	1	0	2700	8	0	10.7572 	0	0
DL	0.528125	52	8	0	1	6	1	1	0	2700	8	0	10.5476	0	0
UL	0.528232	52	8	0	7	6	1	1	0	2700	8	0	10.5144 	0	0
DL	0.528375	52	8	1	1	6	1	1	0	2700	8	0	10.4532	0	0
UL	0.528482	52	8	1	7	6	1	1	0	2700	8	0	10.6169 	0	0
DL	0.528625	52	8	2	1	6	1	1	0	2700	8	0	10.4275	0	0
UL	0.528732	52	8	2	7	6	1	1	0	2700	8	0	10.3339 	0	0
DL	0.528875	52	8	3	1	6	1	1	0	2700	8	0	10.4323	0	0
UL	0.528982	52	8	3	7	6	1	1	0	2700	8	0	10.2378 	0	0
DL	0.529125	52	9	0	1	6	1	1	0	2700	8	0	10.2451	0	0
UL	0.529232	52	9	0	7	6	1	1	0	2700	8	0	10.1957 	0	0
DL	0.529375	52	9	1	1	6	1	1	0	2700	8	0	10.2941	0	0
UL	0.529482	52	9	1	7	6	1	1	0	2700	8	0	10.2651 	0	0
DL	0.529625	52	9	2	1	6	1	1	0	2700	8	0	10.0873	0	0
UL	0.529732	52	9	2	7	6	1	1	0	2700	8	0	10.1445 	0	0
DL	0.529875	52	9	3	1	6	1	1	0	2700	8	0	10.3073	0	0
UL	0.529982	52	9	3	7	6	1	1	0	2700	8	0	10.2174 	0	0
DL	0.530125	53	0	0	1	6	1	1	0	2700	8	0	10.0846	0	0
UL	0.530232	53	0	0	7	6	1	1	0	2700	8	0	10.0976 	0	0
DL	0.530375	53	0	1	1	6	1	1	0	2700	8	0	9.94553	0	0.0619738
UL	0.530482	53	0	1	7	6	1	1	0	2700	8	0	9.87599 	0	0
DL	0.530625	53	0	2	1	6	1	1	0	2700	8	0	10.0211	0	0
UL	0.530732	53	0	2	7	6	1	1	0	2700	8	0	10.3014 	0	0
DL	0.530875	53	0	3	1	6	1	1	0	2700	8	0	10.1063	0	0.0619738
UL	0.530982	53	0	3	7	6	1	1	0	2700	8	0	10.0695 	0	0
DL	0.531125	53	1	0	1	6	1	1	0	2015	6	0	10.1868	0	0
UL	0.531232	53	1	0	7	6	1	1	0	2700	8	0	10.1625 	0	0
DL	0.531375	53	1	1	1	6	1	1	0	2700	8	0	10.2345	0	0
UL	0.531482	53	1	1	7	6	1	1	0	2700	8	0	10.0079 	1	0.0619738
DL	0.531625	53	1	2	1	6	1	1	0	2015	6	0	10.0336	0	0
UL	0.531732	53	1	2	7	6	1	1	0	2700	8	0	10.0758 	0	0
DL	0.531875	53	1	3	1	6	1	1	0	2700	8	0	10.047	0	0.0619738
UL	0.531982	53	1	3	7	6	1	1	0	2700	8	0	10.1411 	0	0.0619738
DL	0.532089	53	2	0	1	4	1	1	0	1801	8	0	9.90076	0	0.0417548
UL	0.532196	53	2	0	5	6	1	1	0	2700	8	1	9.98941 	0	0
DL	0.532375	53	2	1	1	6	1	1	0	2700	8	0	10.1127	0	0
UL	0.532482	53	2	1	7	6	1	1	0	2700	8	0	9.95725 	0	0.0619738
DL	0.532625	53	2	2	1	6	1	1	0	2015	6	0	9.76529	0	0
UL	0.532732	53	2	2	7	6	1	1	0	2333	7	0	9.74568 	0	0
DL	0.532875	53	2	3	1	6	1	1	0	2015	6	0	9.90785	0	0
UL	0.532982	53	2	3	7	6	1	1	0	2333	7	0	9.95888 	0	0
DL	0.533125	53	3	0	1	6	1	1	0	2700	8	0	9.93265	0	0.0619738
UL	0.533232	53	3	0	7	6	1	1	0	2333	7	0	9.85871 	0	0
DL	0.533375	53	3	1	1	6	1	1	0	2015	6	0	9.80859	0	0
UL	0.533482	53	3	1	7	6	1	1	0	2333	7	0	9.88021 	0	0
DL	0.533625	53	3	2	1	6	1	1	0	2015	6	0	9.89658	0	0
UL	0.533732	53	3	2	7	6	1	1	0	2333	7	0	10.1067 	0	0
DL	0.533875	53	3	3	1	6	1	1	0	2015	6	0	9.96109	0	0
UL	0.533982	53	3	3	7	6	1	1	0	2333	7	0	9.9734 	0	0
DL	0.534125	53	4	0	1	6	1	1	0	2015	6	0	10.0106	0	0
UL	0.534232	53	4	0	7	6	1	1	0	2333	7	0	10.1047 	0	0
DL	0.534375	53	4	1	1	6	1	1	0	2015	6	0	10.0906	0	0
UL	0.534482	53	4	1	7	6	1	1	0	2700	8	0	10.1401 	0	0
DL	0.534625	53	4	2	1	6	1	1	0	2015	6	0	10.1896	0	0
UL	0.534732	53	4	2	7	6	1	1	0	2333	7	0	10.2147 	0	0
DL	0.534875	53	4	3	1	6	1	1	0	2700	8	0	10.0151	0	0.0619738
UL	0.534982	53	4	3	7	6	1	1	0	2700	8	0	10.0221 	0	0.0619738
DL	0.535125	53	5	0	1	6	1	1	0	2015	6	0	9.88274	0	0
UL	0.535232	53	5	0	7	6	1	1	0	2700	8	0	9.97988 	0	0
DL	0.535375	53	5	1	1	6	1	1	0	2700	8	0	10.0207	0	0
UL	0.535482	53	5	1	7	6	1	1	0	2700	8	0	9.82645 	0	0.0619738
DL	0.535625	53	5	2	1	6	1	1	0	2015	6	0	10.0019	0	0
UL	0.535732	53	5	2	7	6	1	1	0	2333	7	0	10.169 	0	0
DL	0.535875	53	5	3	1	6	1	1	0	2015	6	0	10.1491	0	0
UL	0.535982	53	5	3	7	6	1	1	0	2700	8	0	10.2539 	0	0
DL	0.536125	53	6	0	1	6	1	1	0	2700	8	0	10.1859	0	0
UL	0.536232	53	6	0	7	6	1	1	0	2333	7	0	10.1417 	0	0
DL	0.536375	53	6	1	1	6	1	1	0	2015	6	0	9.99505	0	0
UL	0.536482	53	6	1	7	6	1	1	0	2700	8	0	9.93278 	0	0
DL	0.536625	53	6	2	1	6	1	1	0	2700	8	0	9.67863	0	0.0619738
UL	0.536732	53	6	2	7	6	1	1	0	2700	8	0	9.72659 	0	0.0619738
DL	0.536875	53	6	3	1	6	1	1	0	2700	8	0	10.1001	0	0.0619738
UL	0.536982	53	6	3	7	6	1	1	0	2700	8	0	9.87272 	0	0.0619738
DL	0.537125	53	7	0	1	6	1	1	0	2700	8	0	9.77914	0	0.0619738
UL	0.537232	53	7	0	7	6	1	1	0	2700	8	0	9.59727 	0	0.0619738
DL	0.537375	53	7	1	1	6	1	1	0	2015	6	0	9.38222	0	0
UL	0.537482	53	7	1	7	6	1	1	0	2333	7	0	9.41688 	0	0
DL	0.537625	53	7	2	1	6	1	1	0	2015	6	0	9.30278	0	0
UL	0.537732	53	7	2	7	6	1	1	0	2333	7	0	9.30118 	0	0
DL	0.537875	53	7	3	1	6	1	1	0	2015	6	0	9.4171	0	0
UL	0.537982	53	7	3	7	6	1	1	0	2333	7	0	9.32084 	0	0
DL	0.538125	53	8	0	1	6	1	1	0	2015	6	0	9.24007	0	0
UL	0.538232	53	8	0	7	6	1	1	0	2333	7	0	9.15417 	0	0
DL	0.538375	53	8	1	1	6	1	1	0	2015	6	0	9.41484	0	0
UL	0.538482	53	8	1	7	6	1	1	0	2333	7	0	9.36629 	0	0
DL	0.538625	53	8	2	1	6	1	1	0	2015	6	0	9.29334	0	0
UL	0.538732	53	8	2	7	6	1	1	0	2333	7	0	9.29669 	0	0
DL	0.538875	53	8	3	1	6	1	1	0	2015	6	0	9.33433	0	0
UL	0.538982	53	8	3	7	6	1	1	0	2333	7	0	9.27355 	0	0
DL	0.539125	53	9	0	1	6	1	1	0	2015	6	0	9.14566	0	0
UL	0.539232	53	9	0	7	6	1	1	0	2333	7	0	9.03516 	0	0
DL	0.539375	53	9	1	1	6	1	1	0	2015	6	0	9.01206	0	0
UL	0.539482	53	9	1	7	6	1	1	0	2333	7	0	8.81638 	0	0.00089973
DL	0.539625	53	9	2	1	6	1	1	0	2015	6	0	8.97945	0	0
UL	0.539732	53	9	2	7	6	1	1	0	2333	7	0	8.89296 	0	0.00089973
DL	0.539875	53	9	3	1	6	1	1	0	2015	6	0	9.11086	0	0
UL	0.539982	53	9	3	7	6	1	1	0	2333	7	0	8.96363 	0	0
DL	0.540125	54	0	0	1	6	1	1	0	2015	6	0	9.00644	0	0
UL	0.540232	54	0	0	7	6	1	1	0	2333	7	0	9.10242 	0	0
DL	0.540375	54	0	1	1	6	1	1	0	2015	6	0	9.13476	0	0
UL	0.540482	54	0	1	7	6	1	1	0	2333	7	0	9.37177 	0	0
DL	0.540625	54	0	2	1	6	1	1	0	2015	6	0	9.336	0	0
UL	0.540732	54	0	2	7	6	1	1	0	2333	7	0	9.15245 	0	0
DL	0.540875	54	0	3	1	6	1	1	0	2015	6	0	9.01986	0	0
UL	0.540982	54	0	3	7	6	1	1	0	2333	7	0	8.88929 	0	0.00089973
DL	0.541125	54	1	0	1	6	1	1	0	2015	6	0	9.01727	0	0
UL	0.541232	54	1	0	7	6	1	1	0	2333	7	0	8.91429 	0	0.00089973
DL	0.541375	54	1	1	1	6	1	1	0	2015	6	0	8.88752	0	0
UL	0.541482	54	1	1	7	6	1	1	0	2333	7	0	8.69698 	0	0.00089973
DL	0.541625	54	1	2	1	6	1	1	0	2015	6	0	8.67144	0	0
UL	0.541732	54	1	2	7	6	1	1	0	2333	7	0	8.5098 	0	0.00089973
DL	0.541875	54	1	3	1	6	1	1	0	2015	6	0	8.32271	0	0
UL	0.541982	54	1	3	7	6	1	1	0	2333	7	0	8.17866 	0	0.00089973
DL	0.542125	54	2	0	1	6	1	1	0	2015	6	0	8.35101	0	0
UL	0.542232	54	2	0	7	6	1	1	0	2333	7	0	8.43259 	0	0.00089973
DL	0.542375	54	2	1	1	6	1	1	0	2015	6	0	8.41469	0	0
UL	0.542482	54	2	1	7	6	1	1	0	2333	7	0	8.09109 	0	0.00089973
DL	0.542625	54	2	2	1	6	1	1	0	2015	6	0	8.05523	0	0
UL	0.542732	54	2	2	7	6	1	1	0	2333	7	0	7.99075 	0	0.00089973
DL	0.542875	54	2	3	1	6	1	1	0	2015	6	0	7.85528	0	0
UL	0.542982	54	2	3	7	6	1	1	0	2333	7	0	7.99785 	0	0.00089973
DL	0.543125	54	3	0	1	6	1	1	0	2015	6	0	7.98489	0	0
UL	0.543232	54	3	0	7	6	1	1	0	2333	7	0	8.11083 	0	0.00089973
DL	0.543375	54	3	1	1	6	1	1	0	2015	6	0	8.34965	0	0
UL	0.543482	54	3	1	7	6	1	1	0	2333	7	0	8.32648 	0	0.00089973
DL	0.543625	54	3	2	1	6	1	1	0	2015	6	0	8.14274	0	0
UL	0.543732	54	3	2	7	6	1	1	0	2333	7	0	7.99578 	0	0.00089973
DL	0.543875	54	3	3	1	6	1	1	0	2015	6	0	8.25223	0	0
UL	0.543982	54	3	3	7	6	1	1	0	2333	7	0	7.95109 	0	0.00089973
DL	0.544125	54	4	0	1	6	1	1	0	2015	6	0	7.89557	0	0
UL	0.544232	54	4	0	7	6	1	1	0	2333	7	0	7.7924 	0	0.00089973
DL	0.544375	54	4	1	1	6	1	1	0	2015	6	0	7.71023	0	0
UL	0.544482	54	4	1	7	6	1	1	0	2333	7	0	7.6389 	0	0.00089973
DL	0.544625	54	4	2	1	6	1	1	0	2015	6	0	7.85806	0	0
UL	0.544732	54	4	2	7	6	1	1	0	2333	7	0	7.65562 	0	0.00089973
DL	0.544875	54	4	3	1	6	1	1	0	2015	6	0	7.60119	0	0
UL	0.544982	54	4	3	7	6	1	1	0	2333	7	0	7.59038 	0	0.00089973
DL	0.545125	54	5	0	1	6	1	1	0	2015	6	0	7.53077	0	0
UL	0.545232	54	5	0	7	6	1	1	0	2333	7	0	7.46541 	1	0.549832
DL	0.545375	54	5	1	1	6	1	1	0	2015	6	0	7.44523	0	0
UL	0.545482	54	5	1	7	6	1	1	0	2333	7	0	7.39452 	1	0.549832
DL	0.545625	54	5	2	1	6	1	1	0	2015	6	0	7.23133	0	0
UL	0.545732	54	5	2	7	6	1	1	0	2333	7	0	7.26663 	1	0.549832
DL	0.545839	54	5	3	1	4	1	1	0	1342	6	0	7.3727	0	0
UL	0.545946	54	5	3	5	6	1	1	0	2333	7	1	7.32181 	0	0
DL	0.546089	54	6	0	1	4	1	1	0	1342	6	0	7.45377	0	0
UL	0.546196	54	6	0	5	6	1	1	0	2333	7	1	7.46022 	0	0
DL	0.546339	54	6	1	1	4	1	1	0	1342	6	0	7.39199	0	0
UL	0.546446	54	6	1	5	6	1	1	0	2333	7	1	7.41627 	0	0
DL	0.546625	54	6	2	1	6	1	1	0	2015	6	0	7.49343	0	0
UL	0.546732	54	6	2	7	6	1	1	0	2015	6	0	7.37744 	0	0
DL	0.546875	54	6	3	1	6	1	1	0	2015	6	0	7.50612	0	0
UL	0.546982	54	6	3	7	6	1	1	0	2015	6	0	7.54113 	0	0
DL	0.547125	54	7	0	1	6	1	1	0	2015	6	0	7.54463	0	0
UL	0.547232	54	7	0	7	6	1	1	0	2015	6	0	7.57275 	0	0
DL	0.547375	54	7	1	1	6	1	1	0	2015	6	0	7.64014	0	0
UL	0.547482	54	7	1	7	6	1	1	0	2015	6	0	7.40319 	0	0
DL	0.547625	54	7	2	1	6	1	1	0	2015	6	0	7.42718	0	0
UL	0.547732	54	7	2	7	6	1	1	0	2015	6	0	7.40392 	0	0
DL	0.547875	54	7	3	1	6	1	1	0	2015	6	0	7.44195	0	0
UL	0.547982	54	7	3	7	6	1	1	0	2015	6	0	7.69135 	0	0
DL	0.548125	54	8	0	1	6	1	1	0	2015	6	0	7.88228	0	0
UL	0.548232	54	8	0	7	6	1	1	0	2015	6	0	7.94748 	0	0
DL	0.548375	54	8	1	1	6	1	1	0	2015	6	0	8.16869	0	0
UL	0.548482	54	8	1	7	6	1	1	0	2015	6	0	8.1729 	0	0
DL	0.548625	54	8	2	1	6	1	1	0	2015	6	0	8.03045	0	0
UL	0.548732	54	8	2	7	6	1	1	0	2333	7	0	8.1646 	0	0.00089973
DL	0.548875	54	8	3	1	6	1	1	0	2015	6	0	7.81702	0	0
UL	0.548982	54	8	3	7	6	1	1	0	2333	7	0	7.76131 	0	0.00089973
DL	0.549125	54	9	0	1	6	1	1	0	2015	6	0	7.8894	0	0
UL	0.549232	54	9	0	7	6	1	1	0	2333	7	0	7.63098 	1	0.549832
DL	0.549375	54	9	1	1	6	1	1	0	2015	6	0	7.54517	0	0
UL	0.549482	54	9	1	7	6	1	1	0	2333	7	0	7.47266 	0	0.549832
DL	0.549625	54	9	2	1	6	1	1	0	2015	6	0	7.40219	0	0
UL	0.549732	54	9	2	7	6	1	1	0	2333	7	0	7.22393 	1	0.549832
DL	0.549839	54	9	3	1	4	1	1	0	1342	6	0	7.14111	0	0
UL	0.549946	54	9	3	5	6	1	1	0	2333	7	1	7.1458 	0	0
DL	0.550125	55	0	0	1	6	1	1	0	2015	6	0	7.10897	0	0
UL	0.550232	55	0	0	7	6	1	1	0	2015	6	0	6.97242 	0	0
DL	0.550339	55	0	1	1	4	1	1	0	1342	6	0	7.02831	0	0
UL	0.550446	55	0	1	5	6	1	1	0	2333	7	1	7.12972 	0	0
DL	0.550625	55	0	2	1	6	1	1	0	2015	6	0	7.10349	0	0
UL	0.550732	55	0	2	7	6	1	1	0	2015	6	0	7.08308 	0	0
DL	0.550875	55	0	3	1	6	1	1	0	2015	6	0	6.93616	0	0
UL	0.550982	55	0	3	7	6	1	1	0	2015	6	0	6.96298 	0	0
DL	0.551125	55	1	0	1	6	1	1	0	2015	6	0	7.19963	0	0
UL	0.551232	55	1	0	7	6	1	1	0	2015	6	0	7.39089 	0	0
DL	0.551375	55	1	1	1	6	1	1	0	2015	6	0	7.33834	0	0
UL	0.551482	55	1	1	7	6	1	1	0	2015	6	0	7.55245 	0	0
DL	0.551625	55	1	2	1	6	1	1	0	2015	6	0	7.66305	0	0
UL	0.551732	55	1	2	7	6	1	1	0	2015	6	0	7.45761 	0	0
DL	0.551875	55	1	3	1	6	1	1	0	2015	6	0	7.66437	0	0
UL	0.551982	55	1	3	7	6	1	1	0	2015	6	0	7.66622 	0	0
DL	0.552125	55	2	0	1	6	1	1	0	2015	6	0	7.51133	0	0
UL	0.552232	55	2	0	7	6	1	1	0	2333	7	0	7.57957 	0	0.549832
DL	0.552375	55	2	1	1	6	1	1	0	2015	6	0	7.40488	0	0
UL	0.552482	55	2	1	7	6	1	1	0	2015	6	0	7.14628 	0	0
DL	0.552625	55	2	2	1	6	1	1	0	2015	6	0	7.30679	0	0
UL	0.552732	55	2	2	7	6	1	1	0	2333	7	0	7.14364 	1	0.549832
DL	0.552875	55	2	3	1	6	1	1	0	2015	6	0	7.096	0	0
UL	0.552982	55	2	3	7	6	1	1	0	2333	7	0	7.16868 	0	0.549832
DL	0.553125	55	3	0	1	6	1	1	0	2015	6	0	6.98755	0	0
UL	0.553232	55	3	0	7	6	1	1	0	2015	6	0	7.04766 	0	0
DL	0.553339	55	3	1	1	4	1	1	0	1342	6	0	7.03574	0	0
UL	0.553446	55	3	1	5	6	1	1	0	2333	7	1	7.1737 	0	0
DL	0.553625	55	3	2	1	6	1	1	0	2015	6	0	6.91982	0	0
UL	0.553732	55	3	2	7	6	1	1	0	2015	6	0	7.02134 	0	0
DL	0.553875	55	3	3	1	6	1	1	0	2015	6	0	7.17193	0	0
UL	0.553982	55	3	3	7	6	1	1	0	2015	6	0	7.32823 	0	0
DL	0.554125	55	4	0	1	6	1	1	0	2015	6	0	7.1672	0	0
UL	0.554232	55	4	0	7	6	1	1	0	2015	6	0	7.08471 	0	0
DL	0.554375	55	4	1	1	6	1	1	0	2015	6	0	7.11966	0	0
UL	0.554482	55	4	1	7	6	1	1	0	2015	6	0	7.02413 	0	0
DL	0.554625	55	4	2	1	6	1	1	0	2015	6	0	7.05723	0	0
UL	0.554732	55	4	2	7	6	1	1	0	2015	6	0	6.85066 	0	0
DL	0.554875	55	4	3	1	6	1	1	0	2015	6	0	6.93509	0	0
UL	0.554982	55	4	3	7	6	1	1	0	2015	6	0	6.94171 	0	0
DL	0.555125	55	5	0	1	6	1	1	0	2015	6	0	6.94283	0	0
UL	0.555232	55	5	0	7	6	1	1	0	2015	6	0	6.89789 	0	0
DL	0.555375	55	5	1	1	6	1	1	0	2015	6	0	6.82555	0	0
UL	0.555482	55	5	1	7	6	1	1	0	2015	6	0	6.75779 	0	0
DL	0.555625	55	5	2	1	6	1	1	0	2015	6	0	6.90983	0	0
UL	0.555732	55	5	2	7	6	1	1	0	2015	6	0	6.97059 	0	0
DL	0.555875	55	5	3	1	6	1	1	0	2015	6	0	6.98494	0	0
UL	0.555982	55	5	3	7	6	1	1	0	2015	6	0	6.97121 	0	0
DL	0.556125	55	6	0	1	6	1	1	0	2015	6	0	6.74385	0	0
UL	0.556232	55	6	0	7	6	1	1	0	2015	6	0	6.86005 	0	0
DL	0.556375	55	6	1	1	6	1	1	0	2015	6	0	6.84634	0	0
UL	0.556482	55	6	1	7	6	1	1	0	2015	6	0	6.57454 	0	0.125027
DL	0.556625	55	6	2	1	6	1	1	0	2015	6	0	6.52568	0	0.125027
UL	0.556732	55	6	2	7	6	1	1	0	2015	6	0	6.61126 	0	0.125027
DL	0.556875	55	6	3	1	6	1	1	0	2015	6	0	6.64219	0	0.125027
UL	0.556982	55	6	3	7	6	1	1	0	2015	6	0	6.76931 	0	0
DL	0.557125	55	7	0	1	6	1	1	0	2015	6	0	6.92481	0	0
UL	0.557232	55	7	0	7	6	1	1	0	1694	5	0	6.6649 	0	0
DL	0.557375	55	7	1	1	6	1	1	0	1373	4	0	6.55401	0	0
UL	0.557482	55	7	1	7	6	1	1	0	1694	5	0	6.704 	0	0
DL	0.557625	55	7	2	1	6	1	1	0	1373	4	0	6.77589	0	0
UL	0.557732	55	7	2	7	6	1	1	0	2015	6	0	6.87614 	0	0
DL	0.557875	55	7	3	1	6	1	1	0	2015	6	0	6.76608	0	0
UL	0.557982	55	7	3	7	6	1	1	0	1694	5	0	6.6768 	0	0
DL	0.558125	55	8	0	1	6	1	1	0	1373	4	0	6.93586	0	0
UL	0.558232	55	8	0	7	6	1	1	0	2015	6	0	6.63933 	0	0
DL	0.558375	55	8	1	1	6	1	1	0	2015	6	0	6.89892	0	0
UL	0.558482	55	8	1	7	6	1	1	0	2015	6	0	6.95963 	0	0
DL	0.558625	55	8	2	1	6	1	1	0	2015	6	0	7.1033	0	0
UL	0.558732	55	8	2	7	6	1	1	0	1694	5	0	7.12102 	0	0
DL	0.558875	55	8	3	1	6	1	1	0	2015	6	0	7.29696	0	0
UL	0.558982	55	8	3	7	6	1	1	0	2015	6	0	7.34614 	0	0
DL	0.559125	55	9	0	1	6	1	1	0	2015	6	0	7.27822	0	0
UL	0.559232	55	9	0	7	6	1	1	0	2015	6	0	7.37428 	0	0
DL	0.559375	55	9	1	1	6	1	1	0	2015	6	0	7.34245	0	0
UL	0.559482	55	9	1	7	6	1	1	0	2015	6	0	7.35965 	0	0
DL	0.559625	55	9	2	1	6	1	1	0	2015	6	0	7.35289	0	0
UL	0.559732	55	9	2	7	6	1	1	0	2015	6	0	7.26768 	0	0
DL	0.559875	55	9	3	1	6	1	1	0	2015	6	0	7.31276	0	0
UL	0.559982	55	9	3	7	6	1	1	0	2015	6	0	7.36766 	0	0
DL	0.560125	56	0	0	1	6	1	1	0	2015	6	0	7.31495	0	0
UL	0.560232	56	0	0	7	6	1	1	0	2015	6	0	7.23516 	0	0
DL	0.560375	56	0	1	1	6	1	1	0	2015	6	0	7.15561	0	0
